MaCK,SanCK,EPS,PE,ROA,ROE,Beta,KhoiLuongLuuHanh,KhoiLuongNiemYet,CoPhieuQuy,NuocNgoaiSoHuu,VonThiTruong,DoanhThu-ttm(Trieu),LNST-ttm,VonCSH,TongNo,TongTaiSan,,,,
SJC,HASTC,-0.07,-30.0,-3%,-56%,-0.02,7226083,7226083,0,3540780,15174774,7062,0,97011,1515602,1612613,,,,
SJD,HOSE,1.57,10.9,839%,1201%,0.36,68998620,68998620,0,22539583,1179876428,321487,108084,900262,387775,1288038,,,,
SJE,HASTC,1.62,10.6,169%,547%,0.68,21971826,21971826,0,5661021,377915424,732268,35626,651672,1458255,2109926,,,,
SJF,HOSE,-0.32,-11.2,-217%,-304%,1.90,79200000,79200000,0,0,283535994,215029,-25234,831159,333577,1164737,,,,
SJG,HASTC,0.25,52.0,43%,154%,2.55,450000000,450000000,0,0,5850000000,6324050,110708,7194611,18571664,25766275,,,,
SJM,HASTC,-0.33,-11.5,-519%,-3497%,2.17,5000000,5000000,0,2349600,19000000,2722,-1805,4698,26976,31674,,,,
SJS,HOSE,0.46,136.5,74%,238%,1.40,112939420,113897480,958060,49000000,7152761657,1253463,51824,2180192,4829367,7009560,,,,
SKG,HOSE,0.35,30.0,247%,252%,1.23,63331735,63331735,0,16792908,664983218,294902,0,877967,14692,892660,,,,
SKH,HASTC,4843.00,0.0,14%,19%,0.77,16126740,16126740,0,0,341886900,1611225,0,419070,150744,569814,,,,
SKN,HASTC,0.49,22.9,379%,452%,2.04,5000000,5000000,0,0,55999999,0,0,53726,10251,63977,,,,
SKV,HASTC,3960.00,0.0,14%,27%,0.95,23000000,23000000,0,0,524399982,1900527,0,339226,306785,646010,,,,
SLS,HASTC,14.88,8.2,1174%,2508%,1.51,9791945,9791945,0,3332000,1193638110,851186,0,580841,660355,1241196,,,,
SMA,HOSE,-1.87,-5.2,-893%,-2195%,1.26,20352836,20352836,0,7898800,198847217,69797,0,173123,252496,425619,,,,
SMB,HOSE,5.63,7.3,2129%,3224%,0.51,29846648,29846648,0,13003157,1223712568,1242581,0,521509,268393,789903,,,,
SMC,HOSE,8.14,5.4,624%,2731%,1.65,60981255,60987973,6718,14463996,2704816509,17316477,496110,1816875,6134711,7951586,,,,
SMN,HASTC,2.46,4.4,557%,1634%,0.48,4405000,4405000,0,2158450,47574001,480839,0,66234,128006,194240,,,,
SMT,HASTC,1.06,7.1,422%,879%,1.24,5467432,5467432,0,2195935,41005740,341317,0,66269,71786,138055,,,,
SNC,HASTC,0.41,41.2,117%,244%,0.98,5000000,5000000,0,2448000,84499998,726629,965,83139,89599,172738,,,,
SNZ,HASTC,2.00,13.8,348%,866%,1.45,376500000,376500000,0,0,10353750000,5138244,754842,8721322,12968282,21689605,,,,
SON,HASTC,-0.70,-4.6,-503%,-859%,0.88,9729930,9729930,0,0,31135776,32639,260,79774,56423,136198,,,,
SOV,HASTC,0.05,522.0,34%,42%,1.25,1914900,1914900,0,0,49978891,0,0,21738,5277,27015,,,,
SP2,HASTC,2.96,3.4,575%,-4100%,-0.07,15246000,15246000,0,0,152460000,215951,0,-110038,895156,785118,,,,
SPA,HASTC,2.04,7.4,872%,1174%,0.10,8500000,8500000,0,0,127500000,200656,4606,147436,51112,198547,,,,
SPB,HASTC,0.76,25.7,124%,461%,1.18,9500000,9500000,0,0,185250000,0,0,156717,426420,583137,,,,
SPC,HASTC,3.46,3.2,569%,1533%,0.93,10530000,10530000,0,4434370,115830000,905286,15866,237482,402984,640467,,,,
SPD,HASTC,-1.47,-5.9,-475%,-1517%,0.81,12000000,12000000,0,5880000,104399998,755266,0,115910,254097,370006,,,,
SPH,HASTC,2.85,7.8,1538%,2202%,0.56,10000000,10000000,0,4900000,222000008,0,0,129297,55853,185150,,,,
SPI,HASTC,-1.05,-13.8,-843%,-1178%,2.65,16815000,16815000,0,8239350,243817500,88250,0,149809,59494,209303,,,,
SPM,HOSE,0.59,22.4,77%,105%,0.52,13540000,13770000,230000,6860000,181763997,722880,0,767654,279851,1047506,,,,
SPP,HASTC,-88.46,0.0,-17362%,16225%,1.54,8238280,8238280,0,6652565,6590624,147941,0,-449186,868953,419766,,,,
SPV,HASTC,0.79,15.4,249%,614%,2.90,10800000,10800000,0,0,131759998,0,0,138940,203095,342035,,,,
SQC,HASTC,-0.12,-683.3,-170%,-178%,0.00,110000000,110000000,0,46302530,9020000000,385,0,743811,33543,777355,,,,
SRA,HASTC,0.58,12.1,230%,275%,1.51,25199974,25199974,0,980000,176399818,127478,14660,532693,104534,637227,,,,
SRB,HASTC,-0.12,-23.3,-212%,-278%,0.00,8500000,8500000,0,3852830,23800000,2839,0,37390,11677,49067,,,,
SRC,HOSE,2.74,6.4,536%,1757%,1.12,28065765,28065765,0,9823233,489747621,1438504,0,438336,998468,1436803,,,,
SRF,HOSE,0.88,14.6,187%,656%,0.79,40620369,40620369,0,11943708,521971757,1396201,35900,547316,1370524,1917839,,,,
SRT,HASTC,-4.02,-0.9,-1422%,-8076%,1.45,50310000,50310000,0,0,186147002,1084829,0,250156,1170869,1421025,,,,
SSB,HOSE,1331.00,0.0,1%,11%,1.26,1208744208,1208744208,0,0,44240036168,10917317,1609013,14225440,170095457,184320897,,,,
SSC,HASTC,2.73,15.3,824%,1154%,1.06,14590407,14791387,200980,7346259,616800849,364920,0,345757,138509,484267,,,,
SSF,HASTC,0.06,45.0,364%,-62%,0.40,3200000,3200000,0,784000,8640000,0,0,-30766,35991,5225,,,,
SSG,HASTC,-0.11,-61.8,-205%,-851%,0.75,4962380,4981190,18810,2449000,33872093,83532,0,6321,19881,26202,,,,
SSI,HOSE,2.45,22.3,444%,1461%,1.82,681809122,683818332,2009210,480063684,37336479884,4927303,1671191,11447215,26176083,37623299,,,,
SSM,HASTC,0.85,6.8,631%,768%,1.03,6409097,6409097,0,2695501,37172764,184679,0,70892,15403,86295,,,,
SSN,HASTC,0.00,0.0,0%,1%,2.74,39600000,39600000,0,19384000,209880008,40049,0,451892,636002,1087893,,,,
SSU,HASTC,0.00,0.0,4%,6%,0.38,2500000,2500000,0,0,5750000,0,0,27310,9337,36647,,,,
ST8,HOSE,0.42,23.9,241%,323%,1.02,25598902,25659902,61000,9694919,257882020,1116352,10877,336411,114982,451393,,,,
STB,HOSE,1.60,18.7,54%,907%,1.65,1685215717,1785215717,100000000,565564714,53377949257,32755802,2697302,29733870,467693809,497427679,,,,
STC,HASTC,3.70,4.9,1164%,1591%,1.17,5095930,5380730,284800,2776109,96853140,509234,18834,118366,43432,161798,,,,
STG,HOSE,1.65,10.7,678%,950%,1.06,98253364,98253364,0,13504742,1739084618,2205420,162021,1706029,684585,2390614,,,,
STH,HASTC,0.02,655.0,25%,27%,0.79,32500000,32500000,0,0,425750012,19806,0,198790,8919,207710,,,,
STK,HOSE,2283.00,0.0,9%,14%,1.31,70726944,70726944,0,26222851,2984677091,1718425,0,1152908,635407,1788316,,,,
STL,HASTC,-9.78,-0.1,-323%,630%,1.29,15000000,15000000,0,2613600,16500000,62429,0,-2364188,6793475,4429287,,,,
STP,HASTC,1.06,7.6,427%,507%,1.47,6952099,6975780,23681,3430000,56503821,224403,0,145326,27232,172558,,,,
STS,HASTC,4.93,7.0,1051%,1244%,0.02,2768221,2768221,0,1356228,95503624,58415,1264,109699,20242,129941,,,,
STT,HASTC,-0.45,-6.7,-1246%,2151%,1.41,8000000,8000000,0,3920000,24000000,27621,0,-16871,45989,29118,,,,
STU,HASTC,7.40,2.7,1270%,1646%,0.29,1876000,1876000,0,919240,37332399,13148,2243,84380,24945,109325,,,,
STV,HASTC,1.18,8.1,148%,621%,2.07,11000000,11000000,0,3186647,104500000,98432,6352,208526,663623,872149,,,,
STW,HASTC,0.82,1.8,587%,864%,0.38,15863133,15863133,0,0,23794700,190646,0,150573,71019,221592,,,,
SUM,HASTC,0.27,51.9,75%,264%,1.08,2380000,2380000,0,0,33320000,4377,0,24017,60380,84397,,,,
SVC,HOSE,6118.00,0.0,7%,17%,0.81,33300466,33320532,20066,12247830,2395746302,16520552,203744,1801166,2457006,4258172,,,,
SVD,HOSE,0.38,20.7,122%,334%,0.66,12900000,12900000,0,0,101394002,316832,0,147135,255346,402481,,,,
SVG,HASTC,0.08,193.8,57%,83%,2.07,29350000,29350000,0,14381500,454925000,257474,0,299797,137654,437451,,,,
SVH,HASTC,1.14,5.3,623%,1560%,0.00,14820662,14820662,0,0,88923972,54675,0,108168,162953,271121,,,,
SVI,HOSE,10.39,6.7,1104%,2268%,1.08,12783837,12808137,24300,6287894,897850384,1769734,0,585749,618029,1203778,,,,
SVL,HASTC,0.02,925.0,10%,23%,0.00,3270858,3270858,0,0,60510873,12003,511,34588,42250,76838,,,,
SVN,HASTC,-0.02,-190.0,-21%,-23%,2.29,21000000,21000000,0,10290000,79799999,3714,0,220820,13329,234149,,,,
SVT,HOSE,3.05,5.2,1775%,1980%,1.06,11579574,11579574,0,5158199,184115222,122677,0,178298,20227,198960,,,,
SWC,HASTC,2.59,11.2,1223%,1528%,1.44,67100000,67100000,0,32864000,1945900000,581608,173582,1135906,283553,1419459,,,,
SZB,HASTC,3854.00,0.0,9%,20%,0.76,30000000,30000000,0,0,951000023,356640,0,590031,652562,1242593,,,,
SZC,HOSE,2.12,19.3,414%,1577%,1.49,100000000,100000000,0,0,4095000076,490502,0,1343785,3773749,5117534,,,,
SZE,HASTC,1.10,12.3,547%,913%,1.22,30000000,30000000,0,0,405000000,371164,0,361062,241387,602449,,,,
SZL,HOSE,6.13,8.4,598%,1749%,0.83,16381800,18190900,1809100,9800000,935012288,365513,0,573765,1103621,1677386,,,,
T12,HASTC,0.72,96.1,325%,635%,0.59,13500000,13500000,0,0,934199959,1622587,0,1367916,379901,1747817,,,,
TA3,HASTC,0.61,13.6,41%,487%,-0.23,2309908,2309908,0,0,19172237,0,0,28984,312023,341007,,,,
TA6,HASTC,1.12,6.2,109%,858%,0.25,3000000,3000000,0,0,20700000,516548,1089,39138,267867,307005,,,,
TA9,HASTC,1.62,6.9,223%,1526%,0.90,14360467,14360467,0,5414406,159401189,1464312,0,152613,890362,1042974,,,,
TAC,HOSE,6.62,8.7,1249%,4266%,1.34,33879648,33879648,0,9300298,1958243629,5900496,0,525889,1270656,1796544,,,,
TAG,HASTC,0.50,54.0,494%,533%,0.00,24914990,24914990,0,12208345,672704730,128674,0,231342,18672,250015,,,,
TAN,HASTC,0.03,1836.7,25%,28%,0.27,1343505,1343505,0,0,74027123,0,0,16202,1920,18121,,,,
TAP,HASTC,1.65,7.9,670%,917%,-0.08,1416700,1416700,0,0,18417100,0,0,25528,9399,34926,,,,
TAR,HASTC,1.44,10.3,370%,1029%,1.47,41999977,41999977,0,0,625799641,2498210,60680,589495,1051589,1641084,,,,
TAW,HASTC,1.60,8.6,553%,1242%,0.98,5000000,5000000,0,2450000,69000001,533243,3620,64476,80278,144754,,,,
TB8,HASTC,2.68,2.8,694%,1673%,0.00,1250000,1250000,0,0,9375000,123568,0,20037,28286,48323,,,,
TBC,HOSE,3.66,7.5,1444%,2029%,0.56,63500000,63500000,0,31115000,1739899976,602009,232104,1144149,463717,1607866,,,,
TBD,HASTC,4.15,21.7,946%,2172%,1.53,32486392,32486392,0,7709530,2923775280,2386347,0,620851,805387,1426238,,,,
TBT,HASTC,-19.77,-0.4,-1539%,4302%,-0.06,1656470,1656470,0,801770,12257878,34482,324,-76122,288881,212759,,,,
TBX,HASTC,-0.43,-51.9,-244%,-322%,0.00,1510280,1510280,0,740037,33679243,19909,0,20042,6347,26390,,,,
TC6,HASTC,-0.06,-101.7,-11%,-56%,1.31,32496105,32496105,0,15923091,198226237,2539849,0,336147,1433187,1769333,,,,
TCB,HOSE,4.08,12.5,308%,1804%,1.49,3500139962,3500139962,0,0,178857146717,30161884,14480914,79092765,383729925,462822690,,,,
TCD,HOSE,3.71,3.6,258%,1636%,1.18,47294317,47294317,0,0,629014425,3184622,174317,1065831,5693664,6759495,,,,
TCH,HOSE,2.50,7.7,874%,1022%,1.62,362994014,362994014,0,0,6951335230,4423314,897227,8859986,1509652,10369638,,,,
TCI,HASTC,3.21,4.2,1145%,1905%,2.52,36000000,36000000,0,0,486000000,227020,115383,605638,402513,1008151,,,,
TCJ,HASTC,-1.65,-2.7,-2368%,61166%,-0.20,10000000,10000000,0,0,45000000,0,0,-2701,72458,69757,,,,
TCK,HASTC,-0.40,-9.8,-102%,1684%,-0.07,23850000,23850000,0,0,93015002,292193,-9091,-59344,1009052,949708,,,,
TCL,HOSE,3244.00,0.0,10%,15%,1.06,30158436,30158436,0,10262507,1029910635,1117188,97849,654483,323990,978472,,,,
TCM,HOSE,4.91,15.5,988%,1819%,1.28,61867449,61967899,100450,24107975,4703363629,3625865,303514,1668431,1402131,3070563,,,,
TCO,HOSE,0.97,19.7,800%,980%,1.25,18711000,18711000,0,9168390,358315643,175002,18074,184442,21601,225873,,,,
TCR,HOSE,-0.43,-9.0,-231%,-438%,1.44,45425142,10373190,0,4983263,40040512,937257,-19679,449394,403710,853104,,,,
TCT,HOSE,0.22,119.1,81%,89%,0.82,12788000,12788000,0,6266120,335045610,40156,0,314595,28909,343504,,,,
TCW,HASTC,3917.00,0.0,13%,22%,0.83,19991020,19991020,0,0,589735090,797377,78304,373092,278097,651189,,,,
TDB,HASTC,3.37,10.4,2807%,2951%,-0.02,8230000,8230000,0,0,289696006,484954,20715,93904,4837,98741,http://www.thuydiendinhbinh.vn/,,,
TDC,HOSE,1873.00,0.0,3%,15%,1.50,100000000,100000000,0,49000000,1750000000,1667605,187279,1296476,4356382,5652859,,,,
TDF,HASTC,2.77,7.6,722%,1191%,0.59,30000000,30000000,0,0,630000000,751412,0,698766,453505,1152272,,,,
TDG,HOSE,0.19,20.9,78%,161%,1.80,16770000,16770000,0,0,66576900,785409,0,198703,213767,412470,,,,
TDH,HOSE,0.04,164.3,10%,21%,1.38,112292647,112472707,180060,34784306,738945704,1704364,4602,2227640,2538924,4766564,,,,
TDM,HOSE,2.61,11.5,1071%,1486%,0.88,100000000,100000000,0,14700000,3004999924,395580,0,1756763,681291,2438054,,,,
TDN,HASTC,1.47,6.0,311%,1077%,1.33,29439097,29439097,0,7840000,259064059,2969046,0,400961,989764,1390725,,,,
TDP,HOSE,1.69,16.0,443%,1371%,0.90,53759837,53759837,0,0,1456891603,1535979,0,661081,1385001,2046082,,,,
TDS,HASTC,2.10,8.3,577%,917%,1.48,12225393,12225393,0,5957443,213944378,2286750,0,279666,165182,444848,,,,
TDT,HASTC,1.12,9.8,400%,912%,1.83,13946144,13946144,0,0,153407584,271870,0,171014,219054,390068,,,,
TDW,HOSE,4.32,8.1,787%,2035%,1.22,8500000,8500000,0,4165000,296650013,1028430,0,180220,286120,466340,,,,
TEC,HASTC,1.82,3.8,168%,2090%,0.00,1660340,1660340,0,0,11622380,0,0,14453,165851,180304,,,,
TEG,HOSE,0.08,193.8,48%,61%,1.34,32383642,32383642,0,7350000,501946451,230846,2751,449615,125727,575342,,,,
TEL,HASTC,-3.57,-3.9,-2685%,-6744%,1.56,5000000,5000000,0,0,70000000,0,0,26441,39976,66417,,,,
TET,HASTC,1.62,18.3,845%,905%,-0.24,5702940,5702940,0,2794440,168807026,22394,0,101899,7264,109163,,,,
TFC,HASTC,1.22,5.7,351%,935%,1.53,16829994,16829994,0,8246697,116126960,726567,20479,218937,363941,582877,,,,
TGG,HOSE,-0.18,-66.1,-190%,-203%,2.10,27299990,27299990,0,0,324869871,8144,0,241076,15829,256905,,,,
TGP,HASTC,0.07,55.7,18%,54%,2.27,10000000,10000000,0,4893975,39000001,0,0,126518,262450,388968,,,,
TH1,HASTC,-2.60,-1.5,-470%,1707%,0.82,13539185,13539226,41,6634240,54156904,124386,0,-206258,955011,748753,,,,
THB,HASTC,0.61,16.1,249%,508%,1.23,11424570,11424570,0,5598039,111960788,1531677,0,138117,144109,282226,,,,
THD,HASTC,3.43,60.9,1077%,2117%,1.53,350000000,350000000,0,0,73114997864,2788737,1197747,5676926,5481541,11158467,,,,
THG,HOSE,11103.00,0.0,13%,35%,0.60,15971516,14519560,0,4900000,969906652,1808637,177339,505463,898470,1403933,,,,
THI,HASTC,3.63,7.6,516%,1296%,0.65,48800000,48800000,0,0,1346880019,2836092,177202,1367436,2068093,3435529,,,,
THN,HASTC,1.28,3.6,576%,1097%,-0.24,32995411,32995411,0,0,151778887,376018,0,386209,348913,735122,,,,
THP,HASTC,2.16,5.2,394%,1380%,1.36,21610785,21610785,0,0,242040788,2243819,0,333109,809023,1142131,,,,
THR,HASTC,1.96,21.3,293%,1526%,0.52,1688860,1688860,0,0,70425463,0,0,21732,91640,113372,,,,
THS,HASTC,0.94,27.0,247%,777%,0.82,3000000,3000000,0,1470000,76199999,264728,0,36250,77962,114212,,,,
THT,HASTC,1.41,6.6,182%,957%,1.16,24569052,24569052,0,8599168,228492188,2546612,0,362726,1547872,1910598,,,,
THU,HASTC,0.72,14.2,144%,758%,0.95,3297790,3297790,0,0,33637457,0,0,31272,133011,164283,,,,
THW,HASTC,1.23,14.0,520%,1077%,0.19,5000000,5000000,0,2440200,86000004,243779,4583,57105,61080,118184,,,,
TID,HASTC,0.88,33.0,126%,514%,1.93,200000000,200000000,0,0,5800000000,7440449,176800,3438584,10565076,14003660,,,,
TIE,HASTC,0.54,8.1,224%,263%,1.84,9569900,9569900,0,4689251,42107561,102843,-32781,195196,34176,229372,,,,
TIG,HASTC,0.94,13.4,435%,647%,1.74,90915304,90915304,0,33320000,1145532865,616865,85657,1324646,646206,1970852,,,,
TIP,HOSE,4.05,9.2,1591%,2468%,1.33,39004715,39004715,0,12741540,1449025222,326810,158033,640412,352960,993372,,,,
TIS,HASTC,0.32,31.3,61%,303%,1.75,184000000,184000000,0,139159800,1840000000,10433994,59049,1948822,7733371,9682193,,,,
TIX,HOSE,3.34,9.3,858%,1263%,0.52,28492000,29246000,754000,11760000,912475222,186203,0,752507,355111,1107618,,,,
TJC,HASTC,0.35,31.4,265%,308%,1.02,8600000,8600000,0,4214000,94600000,101210,0,97160,15637,112797,,,,
TKA,HASTC,2.67,4.3,1174%,2046%,0.24,3800000,3800000,0,0,43700000,163417,0,49582,36857,86440,,,,
TKC,HASTC,1.36,5.9,108%,824%,1.64,10082232,10732232,650000,5577293,85857856,818095,0,166874,1111498,1278372,,,,
TKG,HASTC,0.69,19.1,341%,571%,0.61,4630000,4630000,0,0,61115999,0,0,55836,37751,93587,,,,
TKU,HASTC,2.53,7.9,788%,1486%,1.43,32287970,4997562,0,2278083,99451482,885265,0,550715,488470,1039184,,,,
TL4,HASTC,0.29,30.3,47%,145%,0.89,16008338,16008338,0,7844085,140873377,465432,3026,321352,669610,990963,,,,
TLD,HOSE,0.41,12.8,267%,372%,1.77,39956372,39956372,0,0,209770953,319656,1382,441761,172680,614441,,,,
TLG,HOSE,4432.00,0.0,15%,19%,0.87,77794453,77794453,0,18773209,2967858501,2950466,0,1806962,541289,2348251,,,,
TLH,HOSE,1.90,7.7,516%,1177%,1.71,99190621,100650621,1460000,41476326,1479564110,4121880,188320,1600151,2048296,3648447,,,,
TLI,HASTC,-0.64,-11.4,-294%,-454%,0.81,3000000,3000000,0,0,21900001,0,0,42559,23083,65642,,,,
TLP,HASTC,1.86,5.3,29%,88%,1.97,11830000,11830000,0,0,117116995,9911319,-27525,2655303,5168316,7823619,,,,
TLT,HASTC,1898.00,0.0,3%,11%,1.32,6989800,6989800,0,3380602,104148017,429819,29810,88248,261950,350198,,,,
TMB,HASTC,0.60,25.0,62%,281%,1.32,15000000,15000000,0,0,225000000,7970726,0,321550,1130053,1451603,,,,
TMC,HASTC,0.93,11.4,325%,580%,0.66,12400000,12400000,0,6076000,131440005,1371249,0,198870,156715,355585,,,,
TMG,HASTC,3.91,11.5,1606%,2715%,0.93,18000000,18000000,0,0,808200027,805523,0,258974,178924,437898,,,,
TMP,HOSE,3.04,13.3,1034%,1394%,0.44,70000000,70000000,0,34300000,2824499893,505469,212689,1525887,531907,2057794,,,,
TMS,HOSE,4.40,13.9,853%,1579%,1.23,81442936,81442936,0,14994045,4984307745,4011338,358507,2270230,1932889,4203119,,,,
TMT,HOSE,0.23,40.7,51%,202%,1.47,36468280,36877980,409700,16628348,344809127,1915045,7715,425011,1251534,1676545,,,,
TMW,HASTC,-1.43,-10.7,-742%,-935%,-0.13,4662350,4662350,0,2284551,71333956,305493,31979,71348,18531,89879,,,,
TMX,HASTC,1.32,8.5,551%,796%,1.04,6000000,6000000,0,2940000,67199999,603085,0,99666,44197,143863,,,,
TN1,HOSE,5837.00,0.0,6%,17%,1.33,19136023,17555984,0,0,679416594,621365,111690,666448,1185710,1852158,,,,
TNA,HOSE,0.80,14.5,139%,562%,1.17,39730884,39730884,0,4951340,460878270,5243974,31838,566455,1727627,2297415,,,,
TNB,HASTC,1.76,10.6,560%,1014%,0.92,11500000,11500000,0,12340165,215050009,1877454,6804,190474,337711,528185,,,,
TNC,HOSE,1.89,13.6,933%,1033%,1.21,19250000,19250000,0,9432500,493762493,56325,0,351576,37730,389307,,,,
TNG,HASTC,2.02,10.5,365%,1248%,2.02,70427260,70427260,0,14514842,1493057966,4623041,0,1140472,2759229,3899701,,,,
TNH,HOSE,2.65,11.0,923%,1687%,1.17,41500000,41500000,0,0,1207650016,357221,0,652743,540304,1193048,,,,
TNI,HOSE,-0.11,-30.1,-56%,-106%,1.42,55125000,55125000,0,0,182463747,1289760,0,583488,511679,1095166,,,,
TNM,HASTC,2.17,1.3,156%,1690%,0.27,5800000,5800000,0,1862000,16820001,0,0,48817,479136,527953,,,,
TNP,HASTC,1.30,6.8,860%,1101%,-0.22,7100000,7100000,0,0,63189997,26911,3596,83533,23442,106975,,,,
TNS,HASTC,0.50,10.6,256%,17138%,1.57,20000000,20000000,0,0,106000004,881895,0,5846,386094,391940,,,,
TNT,HOSE,0.20,46.0,125%,185%,1.73,25500000,25500000,0,12495000,234599995,115900,0,275352,133430,408782,,,,
TNW,HASTC,0.48,20.0,120%,333%,1.21,16000000,16000000,0,0,153600006,185269,0,232641,409886,642527,,,,
TOP,HASTC,-3.38,-0.4,-5005%,-5222%,2.20,25350000,25350000,0,12414000,30420001,2024,0,163858,7104,170962,,,,
TOT,HASTC,1.56,4.6,1096%,1364%,1.82,5495000,5495000,0,0,39563999,102107,0,62887,15414,78300,,,,
TOW,HASTC,3.30,5.1,1150%,1511%,0.14,5318800,5318800,0,0,89887718,7874,0,116150,36387,152537,,,,
TPB,HOSE,3.87,9.0,178%,2139%,1.46,991639611,1031655667,40016056,0,36107948345,15107855,4045000,17949826,198202860,216152686,,,,
TPC,HOSE,1.24,7.5,300%,652%,1.64,18107316,21268956,3161640,11970992,197588600,873783,0,343132,402935,746067,,,,
TPH,HASTC,0.81,13.8,346%,644%,0.19,2015985,2015985,0,987832,22579032,28627,0,25443,21937,47380,,,,
TPP,HASTC,0.48,24.8,102%,403%,0.79,18610368,18610368,0,3231623,221463372,1021910,0,222747,655155,877902,,,,
TPS,HASTC,3.08,9.7,1592%,2196%,0.39,5000000,5000000,0,767500,150000000,21046,2834,70048,26540,96588,,,,
TQN,HASTC,5.95,5.1,468%,1431%,0.32,3600000,3600000,0,0,109079997,0,0,149615,308089,457704,,,,
TQW,HASTC,0.33,29.7,212%,319%,-0.24,8933200,8933200,0,0,87545362,0,0,92277,46435,138711,,,,
TR1,HASTC,0.59,22.9,127%,274%,1.50,4592490,4592490,0,0,61998615,0,0,98309,113578,211887,,,,
TRA,HOSE,5.03,15.2,1365%,1767%,0.66,41448293,41450983,2690,16927302,3166855164,1996275,208629,1180379,348435,1528814,,,,
TRC,HOSE,3.28,11.0,498%,604%,1.19,29200000,29600000,400000,14700000,1068559955,410409,47051,1582273,339836,1922108,,,,
TRS,HASTC,4.10,12.1,407%,929%,1.67,3960433,3960433,0,1053475,196437471,0,0,174770,224314,399084,,,,
TRT,HASTC,1.02,9.8,195%,863%,-0.23,11000000,11000000,0,0,110000000,61629,0,129476,443401,572876,,,,
TS3,HASTC,2.50,3.9,61%,412%,-0.23,659300,659300,0,0,6461140,181028,784,40030,229040,269070,,,,
TS4,HOSE,-1.38,-2.6,-218%,-1344%,1.25,15942542,16051594,109052,7918716,58267288,458311,0,163673,844490,1008163,,,,
TS5,HASTC,0.02,500.0,0%,2%,0.00,314122,314122,0,0,3141220,0,0,29831,126866,156697,,,,
TSB,HASTC,0.72,12.5,471%,612%,-0.05,6745480,6745480,0,3305285,60709320,166080,0,79863,23981,103845,,,,
TSC,HOSE,0.10,95.6,73%,79%,1.88,147648084,147648084,0,72347561,1411515745,497789,14568,1835938,152085,1988023,,,,
TSD,HASTC,-2.89,-1.7,-2094%,-24324%,0.74,1300000,1300000,0,0,6500000,0,0,1547,16423,17970,,,,
TSG,HASTC,1.98,5.1,644%,1546%,0.41,3074100,3074100,0,0,30741000,19918,545,39324,55144,94468,,,,
TSJ,HASTC,1.23,22.0,1026%,1061%,1.42,74800000,74800000,0,0,2019600000,64058,0,865088,29277,894365,,,,
TST,HASTC,0.52,17.7,97%,242%,1.30,4800000,4800000,0,2352000,44159999,90821,2498,103273,153963,257236,,,,
TTA,HOSE,0.96,14.5,273%,781%,0.72,135000000,135000000,0,0,1876499949,451479,0,1679132,3037593,4716725,,,,
TTB,HOSE,0.23,22.2,91%,218%,1.57,51509583,51509583,0,9481500,263213976,605345,0,546666,758749,1305415,,,,
TTC,HASTC,4.08,3.2,879%,1421%,0.79,4192348,4192348,0,2936250,54500524,299920,0,120407,74195,194602,,,,
TTD,HASTC,3.84,12.8,1991%,2391%,0.71,15552000,15552000,0,0,762048000,579024,0,249471,50210,299681,,,,
TTE,HOSE,-0.66,-14.1,-204%,-675%,1.20,28490400,28490400,0,0,265815430,134938,-18819,278787,642168,920955,,,,
TTF,HOSE,-0.18,-39.6,-167%,627%,1.97,214607198,214607519,321,70857841,1530151635,1348101,-39104,-624135,2963132,2338996,,,,
TTG,HASTC,-5.89,-0.7,-7923%,-11917%,2.83,2000000,2000000,0,848400,7800000,0,0,9878,4980,14858,,,,
TTH,HASTC,-0.43,-6.7,-295%,-394%,2.10,37374846,37374846,0,0,108387057,107605,0,404949,135827,540776,,,,
TTL,HASTC,0.22,34.5,52%,170%,1.75,41908000,41908000,0,0,318500796,821065,9257,543188,1222189,1765377,,,,
TTN,HASTC,2.15,5.8,1146%,1606%,1.29,24485000,24485000,0,0,303613991,324899,0,327754,131519,459273,,,,
TTP,HASTC,8.89,6.2,864%,1295%,0.85,14999998,14999998,0,7349999,824999890,1809961,0,1029974,512608,1542582,,,,
TTS,HASTC,0.56,17.3,203%,1019%,0.53,50800000,50800000,0,0,492759990,4318564,0,280198,1212470,1492668,,,,
TTT,HASTC,1.10,36.8,108%,121%,1.06,4570210,4570210,0,0,185093505,74860,5014,414464,51021,465486,,,,
TTV,HASTC,2.32,0.3,693%,1729%,-0.09,1313800,1313800,0,0,788280,0,0,17615,26347,43962,,,,
TTZ,HASTC,-0.71,-4.4,-668%,-786%,2.06,7570444,7570444,0,2572500,23468376,1285,0,68231,12014,80245,,,,
TUG,HASTC,2.85,5.5,1461%,1972%,1.30,2700000,2700000,0,0,42120001,0,0,38968,13615,52583,,,,
TV1,HASTC,0.66,11.1,116%,625%,0.83,26691319,26691319,0,13078746,194846634,643179,0,281406,1234205,1515610,,,,
TV2,HOSE,6553.00,0.0,8%,20%,1.12,36014952,36014952,0,1759041,1536037758,3052571,0,1195781,1944028,3139808,,,,
TV3,HASTC,2.46,7.5,810%,1723%,1.16,8276080,8276080,0,1988010,152279869,401810,0,118094,132922,251016,,,,
TV4,HASTC,1.96,7.2,956%,1606%,0.51,15706449,15770597,64148,7153810,223942474,287385,0,191354,129963,321317,,,,
